EventCount;s1;s2;s3;s4;s5;s6;s7;s8;s9;s10;s234;s567;s8910;s99
12;3;100.04416582284527;12.090896282905947;1.160018715307937;101.25184278012878;16.09089628290595;1.160018715307937;81.40518832690209;12.200655218390756;1.152398776483749;483.02977711837246;650.5891449266335;403.53256627965493;403.8153565568369
13;3;100.00797572362293;12.02504854953597;0.924830301678666;101.36661640942178;16.02504854953597;0.924830301678666;81.46614788873828;12.161295044586824;0.9284098111225392;723.9297118184971;977.8432232613693;593.5565351970092;593.8182577579246
14;3;100.0000747167005;11.878788210598392;0.758752562023205;101.22268624868856;15.878788210598392;0.758752562023205;81.11616778923857;11.91625786599844;0.770240535260195;862.0381671542824;1166.4046590282437;693.77142230584;693.9735638256406
15;3;99.99842281739994;11.659207273423045;0.814476604274047;100.83059855068309;15.659207273423045;0.814476604274047;80.68095278354062;11.563450660797653;0.823311051689569;800.0995331380866;1083.537537818004;634.2163950962624;634.3242626595377
16;3;99.97974384188025;11.388600401738195;1.0407700009703555;100.2900421775581;15.388600401738195;1.0407700009703555;80.32615602277276;11.247655709130903;1.0388285723527195;575.6409628960201;780.2364814843685;458.27277992142234;458.2617016893603
17;3;99.92413854998284;11.100787239330943;1.229579646795012;99.75140044909865;15.100787239330943;1.229579646795012;79.91803688286298;11.044238367125145;1.218647282661916;371.1881433145263;504.0672641686673;304.4343315078668;304.294325089104
18;3;99.81913718492217;10.835303337221509;1.20731482411712;99.35639537316287;14.835303337221509;1.20731482411712;79.39867982855338;10.91514105773473;1.197442689635352;384.5312594179102;524.045531953807;316.1011844880164;315.8392403991001
19;1;99.805337169896;10.773326027423847;0.9947101983116609;99.1829284116038;14.630504146240948;0.9944457082272439;79.1829284116038;10.630504146240948;0.9944457082272439;585.7301390588917;790.8006167192719;458.72900530037884;585.3696871931652
20;1;99.53789072914036;10.59132048453461;0.796841126265058;99.21739455859269;14.516824221584738;0.786683182578311;79.21739455859269;10.516824221584738;0.786683182578311;736.879753008249;1017.1515005976715;588.3440656766508;736.4573794788596
21;1;99.17910355227289;10.449086022026071;0.785755385815212;99.36597279956979;14.51140689790822;0.775043155105973;79.36597279956979;10.51140689790822;0.775043155105973;732.5348486212496;1030.108768682514;595.9791512930966;732.0948187675389
22;1;98.88231015929486;10.473232583308416;0.9716451556072004;99.49971833567632;14.61507307214398;0.9702274133875606;79.49971833567632;10.61507307214398;0.9702274133875606;584.0278569957311;821.7833076005616;476.8953096725095;583.6153897525585
23;1;98.75201187737476;10.72122334883034;1.183604238568864;99.51384130138611;14.812175959314832;1.192784450497307;79.51384130138611;10.812175959314832;1.192784450497307;399.7703818676059;544.020346677456;317.29894582448884;399.42484095343485
24;1;98.77181993797429;11.116924705514155;1.226758431324642;99.37553480805425;15.073368027017583;1.238096352890874;79.37553480805425;11.073368027017583;1.238096352890874;370.35875213968257;489.2161901064738;287.0631445296118;370.10793100471005
25;2;98.7045797168664;11.360780915934663;1.06450356647416;98.98853848889158;15.498801074074462;1.0614319680706283;79.13968743917503;11.360780915934663;1.06450356647416;543.7910901445385;748.1120676803802;436.0026356395421;747.9685459351718
26;2;98.78645277054594;11.634684022774717;0.831606498514541;98.87021267939708;15.740272563676584;0.839625236680515;78.92564826265331;11.634684022774717;0.831606498514541;774.3043531578928;1039.1693022083177;618.6321232479993;1039.1294774162911
27;3;98.9757015594462;11.860421237569762;0.753529639234233;98.86497740504996;15.860421237569762;0.753529639234233;78.98716212492819;11.836500543675024;0.765266323080222;856.0951559394989;1143.5378030813565;674.2706912088655;674.3166090580095
28;3;99.26055040850646;12.014376210551752;0.9020564929856666;99.04262767208763;16.014376210551752;0.9020564929856666;78.96119902080265;11.882938857511302;0.9067204695101588;739.3805443580446;983.3820874083872;578.2984980649508;578.4021028929589
29;3;99.6167662574006;12.087893334728006;1.140632155396454;99.45689899952235;16.087893334728005;1.140632155396454;79.29640412299288;11.969782218772822;1.133935386091861;502.1575151300425;667.2537145287151;401.5873263626914;401.71632321854645
30;3;100.01065775696266;12.088452365097272;1.249911262694155;100.0155422298245;16.08845236509727;1.249911262694155;80.02146203054478;12.092258301539234;1.238010726375385;381.3183671660645;507.51922765591024;316.10585552911994;316.230092055504
31;3;100.40349550267977;12.037892176257198;1.129423107595686;100.56996818924712;16.0378921762572;1.129423107595686;80.73324818488832;12.16011600468354;1.123260102472082;516.311387139616;689.0139640015606;424.83757562319863;424.9347678654902
32;3;100.7566913834735;11.968013568166775;0.889943944238985;100.97324204470641;15.968013568166775;0.889943944238985;81.04414142387326;12.096283264386384;0.895184708799033;759.0337062591927;1014.8977390328319;613.0753823256479;613.1351379485404
33;3;101.03695662286171;11.914365588286238;0.751649810999456;101.13737865572953;15.914365588286238;0.751649810999456;81.0074550558961;11.930750585140814;0.763476010475672;879.445698338367;1175.868819418624;698.2206657348537;698.2460772285798
34;1;101.1100974206942;11.798784706538758;0.849226377334714;101.06575338238962;15.909348699594025;0.84168769620145;81.06575338238962;11.909348699594025;0.84168769620145;788.0373635187667;1071.1847977440802;643.1813109734827;788.0438946408309
35;1;101.16088261667798;11.840030840181566;1.073597317544035;100.84707667158328;15.975891797823643;1.077277183421237;80.84707667158328;11.975891797823643;1.077277183421237;571.2845318540865;763.2336334179324;458.6709772350633;571.2964208199851
36;3;101.26773978160868;12.122856195492272;1.241818384585528;100.61379741945181;16.122856195492272;1.241818384585528;80.77772508319303;12.086608211164604;1.230303223414789;396.62556122046493;524.087920906697;326.04685593792857;326.0917178321301
37;3;101.14880508808257;12.343007037488881;1.184032878164503;100.48297221300643;16.34300703748888;1.184032878164503;80.49228708193961;12.439698256100336;1.175269407775717;470.91796429035344;619.4239097828844;385.7952714128503;385.8979165330963
38;3;100.96489864068563;12.613927751283043;0.957048392270134;100.50507176238699;16.613927751283043;0.957048392270134;80.34552651297271;12.75466071235665;0.959093706923937;733.4905763934141;961.6877439870577;588.4923549025818;588.6689884793988
39;3;100.74659672454413;12.901720157570148;0.769553416441116;100.64271325187181;16.901720157570146;0.769553416441116;80.55833630833018;12.957105625718135;0.780527063277254;933.5474390082883;1221.7198584379971;741.6665807939096;741.9204855656352
40;3;100.52520398508344;13.166828192035677;0.793929966777267;100.78840449625;17.166828192035677;0.793929966777267;80.90825249078135;13.085945023265962;0.803742825502159;927.9060885396998;1212.9657096999283;734.797984991037;735.1175228319538
41;3;100.3279371090977;13.370938117623943;1.0077663553177496;100.81359347395464;17.370938117623943;1.0077663553177496;80.95435592029385;13.22814992429155;1.0073965288740472;716.0154500800838;934.7188491932073;571.9161024181171;572.2754524804567
42;2;100.173936332557;13.48371231009678;1.214462392595476;100.78285817577573;17.41029789865003;1.204249897709977;80.62783129270571;13.48371231009678;1.214462392595476;471.1850572192185;628.8584549054774;379.24664530496057;629.2210092568263
43;2;100.07172217446978;13.488142615353633;1.223982695164918;100.26852886517493;17.551598857108754;1.213316852538018;80.2224577275385;13.488142615353633;1.223982695164918;458.79467957812903;615.8044896454952;367.7925790455291;616.1283430241285
44;1;100.16046536300571;13.52554321783346;1.0262612769036723;99.67979411613292;17.383557698902674;1.027574340748856;79.67979411613292;13.383557698902674;1.027574340748856;701.7750907247772;895.6733985929277;551.2183401788325;702.0196765535867
45;1;100.0912331619783;13.275715792294449;0.815061204394174;99.14356598810703;17.185741827493192;0.805814264613883;79.14356598810703;13.185741827493192;0.805814264613883;911.3109144209232;1179.9610843697744;722.6949967555834;911.4436243879563
46;1;99.95511143537125;12.879384414107351;0.773893007675719;98.76286838517326;16.924143651737705;0.762587658059505;78.76286838517326;12.924143651737705;0.762587658059505;920.7138800560645;1208.5629170060693;736.0243241998141;920.7154985439191
47;1;99.85264506102823;12.498337559324707;0.9406065369543885;98.63332662449824;16.636678562727123;0.9376368638021078;78.63332662449824;12.636678562727123;0.9376368638021078;735.4393556499238;970.9302224020024;587.94581143051;735.3073445260513
48;1;99.84802760183614;12.258329451742181;1.161926142250205;98.76033765085411;16.363062140380706;1.170022449362715;78.76033765085411;12.363062140380706;1.170022449362715;486.6173050861752;630.4601227331859;379.8779607057348;486.3663523147867
49;1;99.89437344633235;12.163043009068758;1.234371599121848;99.05987241906195;16.13787663200867;1.24609017907794;79.05987241906195;12.137876632008668;1.24609017907794;401.09540857583863;510.00694654355783;306.1475330604773;400.7551378501576
50;1;99.86552831162226;12.116547085778308;1.0913368886208703;99.3963021242875;15.984619494027957;1.095903733051914;79.3963021242875;11.984619494027957;1.095903733051914;558.1842612827442;726.4730837659692;435.0824081368115;557.7945023512498
51;1;99.66772721021879;12.029199490888665;0.864327463943508;99.64093554499736;15.911804303888063;0.857543837140683;79.64093554499736;11.911804303888063;0.857543837140683;778.2830457747856;1037.3661601611423;620.7100174000985;777.8874958996686
52;1;99.3298236761927;11.906742341792864;0.762054743230528;99.72617186347144;15.911812153074722;0.750157480392054;79.72617186347144;11.911812153074722;0.750157480392054;855.5836686334704;1160.8911890452123;694.7706617906772;855.2230571740997
53;2;99.11196929538245;11.962693307807873;0.872475183963158;99.7767598954722;15.839819659355463;0.878547794250627;79.67213878829686;11.962693307807873;0.872475183963158;762.2906657815845;1008.7507881484457;612.7749065319331;1008.45673805694
54;2;98.91191012537604;12.032584624966908;1.112038615287714;99.69368100236011;15.90487660507023;1.106703443131157;79.57455249749466;12.032584624966908;1.112038615287714;527.0466637867463;709.7403220155796;424.0086190122835;709.5309695926614
55;3;98.76613456777571;12.085934593880298;1.248594260409293;99.5592169939153;16.085934593880296;1.248594260409293;79.71386198604573;12.070806367076647;1.236756438485041;377.9863544902051;507.12567183786257;315.4725579338161;315.3506697311617
56;3;98.7021754522066;12.090400617202276;1.156593488961737;99.7229279759956;16.090400617202278;1.156593488961737;79.69889970936889;12.201761005447539;1.149136656154035;480.27554081579126;645.7805075200318;398.00671033956866;397.9605821126729
57;3;98.73915289782437;12.023161446269052;0.9206213859306344;100.08641247334843;16.023161446269054;0.9206213859306344;79.92046277895413;12.158626222175274;0.9244013199339376;718.6164639953419;970.761218810923;585.2810300996346;585.2879494210232
58;3;98.88439597304941;11.875493562814796;0.757629614601672;100.57980549564397;15.875493562814796;0.757629614601672;80.52575855547128;11.910517036141618;0.769171061525402;853.0909093826995;1159.9890994602513;689.1037949970819;689.1353875716799
59;3;99.13176067031402;11.654774597033976;0.817472057859633;101.06723409851732;15.654774597033976;0.817472057859633;81.20775605081029;11.55715634792374;0.826163864628222;790.3428734998491;1082.320894344492;636.0437721795196;636.07221546496
60;3;99.4619306777887;11.383542735934432;1.0451298493507148;101.40031297937088;15.383542735934432;1.0451298493507148;81.52047200564995;11.243032532429467;1.0429808089054426;568.1408203169855;782.7396330802982;461.6115917083082;461.6155288169967
61;3;99.84468014301191;11.09577423105713;1.231295465475712;101.47793494418482;15.09577423105713;1.231295465475712;81.39394482739654;11.041556506263897;1.220281395691155;368.93365497365323;510.14395608191165;308.60237039814604;308.57141944078336
62;3;100.24277255731678;10.831045111079302;1.20480909731603;101.28698571907235;14.831045111079302;1.20480909731603;81.12731143028385;10.912967391134849;1.195056283158123;388.55305121089077;537.5913741471903;324.88518299579;324.82220045253604
63;3;100.6169150211958;10.627626863582034;0.9900221896095336;100.90670851478197;14.627626863582034;0.9900221896095336;80.91557584714329;10.77037018200724;0.9904973234376511;586.7046717667241;809.8529425916969;477.81571018386774;477.73638353740967
64;3;100.93102258034895;10.515759755962506;0.784408834761002;100.47492712630331;14.515759755962506;0.784408834761002;80.6387732745845;10.588086564091782;0.794675080724764;751.2414915368096;1032.3137428162597;598.1083625475443;598.0382015044139
65;1;101.09241231439819;10.447729886508977;0.78762762188915;100.13058193158899;14.512316522517533;0.777009002983607;80.13058193158899;10.512316522517533;0.777009002983607;745.1695410200989;1036.0994787219997;600.6129592208795;745.1388183727316
66;1;101.13619596398958;10.475699500991825;0.9758343480832504;99.95708961547433;14.617818925848473;0.9746260654874128;79.95708961547433;10.617818925848473;0.9746260654874128;593.8101936744782;820.4054824492338;476.6775141744329;593.8477686364721
67;1;101.20286858145026;10.727357169579824;1.186258863203997;99.95060376051042;14.816345439488675;1.195571806364197;79.95060376051042;10.816345439488675;1.195571806364197;407.2563317248443;542.7233405864919;316.9233801027467;407.3835009146051
68;2;101.20777439827322;11.07834670811243;1.236709730395333;100.11304991821756;15.124304998115143;1.225437838471746;80.02652036304158;11.07834670811243;1.236709730395333;367.6535190812655;512.5880031338056;290.7092069381862;512.8135284719069
69;2;101.04739264329275;11.365860839206148;1.0602178199438512;100.1946477730355;15.50451184923944;1.0573503047084298;80.06114037612221;11.365860839206148;1.0602178199438512;561.2467466675241;763.0358114811187;444.6829690025941;763.3530690020851
70;2;100.83952214403568;11.639187827805106;0.828361923544698;99.83822136358506;15.743056458666262;0.836535165280665;79.95031052219846;11.639187827805106;0.828361923544698;793.5127036581677;1053.1394755595054;629.1341501019972;1053.5262913438562
71;3;100.61577172096074;11.863819762701016;0.754309283089005;99.65957836919075;15.863819762701016;0.754309283089005;79.49920491367789;11.837409674191022;0.766008841037148;869.8933641557861;1152.1319693296462;678.2096116660028;678.6308688758812
72;3;100.40560633302738;12.016378390983318;0.9061435547004884;99.24403866839214;16.01637839098332;0.9061435547004884;79.16221924345399;11.8839708966819;0.9106129092385604;744.1593876828092;980.3996688947485;576.9330404038247;577.3456418272814
73;3;100.23192884073839;12.088492256072954;1.144269009279169;98.82905559300164;16.088492256072954;1.144269009279169;78.95093504257152;11.97182219561239;1.137399056456351;501.2750346304176;657.8060178197813;396.93713719617307;397.29648106808435
74;2;100.10787388485498;12.0879192766056;1.249754202057206;98.40975054694343;16.09425256552178;1.237861144816386;78.5598478067663;12.0879192766056;1.249754202057206;381.85255101623176;517.6252929587744;299.6595285498216;517.8921433237176
75;2;100.03530372192526;12.036719694041986;1.125616533264362;98.48357542464734;16.160233535712837;1.119634793585107;78.54132205770676;12.036719694041986;1.125616533264362;518.5084004842074;693.9193931172581;407.0996313987381;694.065949755421
76;2;100.00522078669604;11.966818499350024;0.885987603098588;98.9549471808832;16.093954837356627;0.891416764855798;78.79379449585565;11.966818499350024;0.885987603098588;756.9705516267292;1000.6324540756317;596.414683304468;1000.6465650129185
77;2;100.00000367808745;11.913769117615349;0.751181144848865;99.27041528768675;15.927639389113695;0.763029661760824;79.24352086819307;11.913769117615349;0.751181144848865;870.7574547895583;1142.7642420263915;690.0188400180168;1142.6510292031812
78;2;99.99708104556369;11.90985577828356;0.845137594538154;99.58583712844295;15.797707719624107;0.852511994798242;79.75213867198192;11.90985577828356;0.845137594538154;790.3487345672654;1035.3316421078698;630.3384180755581;1035.112268975248
79;2;99.97342779459497;11.977791718800164;1.081473825624491;100.1774897836107;15.842733737917142;1.0775941196423724;80.1725462555287;11.977791718800164;1.081473825624491;562.8401506799257;751.4037611819662;451.36321730977716;751.1115773390547
80;2;99.91013657600286;12.126162503733536;1.242903397167468;100.57285473903721;16.092366285399002;1.231336568730922;80.40749961959366;12.126162503733536;1.242903397167468;390.17083302576685;538.9095407976735;314.00879013142287;538.5843021150196
81;3;99.79630549288927;12.347447802583591;1.181008705561084;100.44610759027124;16.34744780258359;1.181008705561084;80.29915296663937;12.445985434075073;1.172389243391509;468.2373877061643;623.9610737849058;387.71871524351235;387.39991487112314
82;3;99.6315922558125;12.618988109970395;0.9526954448262538;100.36291722751993;16.618988109970395;0.9526954448262538;80.40476799125409;12.759264547324193;0.9549480426916704;728.5617987101068;966.5462653474668;592.6156317498403;592.336127481082
83;3;99.42699833277044;12.906729566556516;0.767873773962032;100.28032796293382;16.906729566556514;0.767873773962032;80.4469723307691;12.959775300187482;0.778927403773364;923.175869914324;1219.6613370906903;741.9664818652603;741.7475418029167
84;3;99.20373018676887;13.171076728560537;0.79646788481218;100.31078178302045;17.171076728560536;0.79646788481218;80.34733305267464;13.088121755601298;0.806159890297315;913.6358878967778;1204.395189495388;727.9930660266496;727.8416892608388
85;1;98.84760628109174;13.231113633032699;1.0116080797424476;100.50382054564136;17.373800893009875;1.01218848372957;80.50382054564136;13.373800893009875;1.01218848372957;693.8195306400137;925.4614608105736;570.6269400374201;693.7284810218378
86;1;98.74702825244788;13.413526035667806;1.206383854205777;100.8209797889181;17.48475957387592;1.216703046916066;80.8209797889181;13.48475957387592;1.216703046916066;472.06867789915276;611.2439490203943;377.8951455964956;472.01917298363554
87;1;98.78308788705587;13.55292766409168;1.211411264900223;101.14951207337732;17.487215694012477;1.221981828145234;81.14951207337732;13.487215694012477;1.221981828145234;470.8541657320544;604.5554070695562;374.0760181967146;470.8206794970829
88;1;98.85298834267566;13.523039266174925;1.022068133618404;101.34923403739917;17.380797070052953;1.0231715402993242;81.34923403739917;13.380797070052953;1.0231715402993242;697.2745690618469;917.1599142448216;566.7484717128386;697.2308236632902
89;1;98.89891261118507;13.269557867231642;0.812435662060237;101.31252523924418;17.181562264197943;0.803057445163249;81.31252523924418;13.181562264197943;0.803057445163249;902.5418994348413;1208.9390508066667;744.3941469918764;902.4669074113774
90;1;98.97027470349185;12.872007179915165;0.775248977806626;101.01178769549338;16.919160921586407;0.764011426696957;81.01178769549338;12.919160921586407;0.764011426696957;909.9119133445658;1234.036917177754;755.7180539179155;909.7949259706451
91;3;99.31627630420685;12.631600905177464;0.9419322142084182;100.51395732088574;16.631600905177464;0.9419322142084182;80.46270973662196;12.492650751433198;0.9446973468651602;737.9440686653593;983.3430429623777;589.0309134170935;588.8743342166094
92;3;99.68138178117474;12.358566093662695;1.173240256183345;99.95568564616826;16.358566093662695;1.173240256183345;80.09777198832201;12.255569658396418;1.164990720174614;476.95734409250804;633.0676797168106;387.51280052180977;387.3324983055779
93;1;100.1055191236581;12.162141320612996;1.233592386249218;99.48958054748144;16.134489589809867;1.245272005561679;79.48958054748144;12.134489589809867;1.245272005561679;402.8087871926589;513.3563236251309;308.4734593149149;402.6317221858683
94;1;100.59953283323428;12.1155071577088;1.0874302896727728;99.2242312226101;15.982630134614169;1.0918018041564117;79.2242312226101;11.982630134614169;1.0918018041564117;566.4588576734911;730.9043290897671;437.5268703488391;566.3184303249576
95;1;100.9256374726561;12.027152767674298;0.860885187976619;99.18336602124117;15.911216974527584;0.85392944737545;79.18336602124117;11.911216974527584;0.85392944737545;791.145355386409;1036.8710723482125;619.6873236927947;791.0753101795192
96;1;101.06747155319482;11.904757055852608;0.762241602893936;99.30128096931462;15.912353326207594;0.750353683038633;79.30128096931462;11.912353326207594;0.750353683038633;870.2506177012439;1155.7730572046953;690.9729892632123;870.2786068232614
97;1;101.11693713122256;11.83972443569361;0.882191991631543;99.45614907504778;15.963868793617916;0.87630159121312;79.45614907504778;11.963868793617916;0.87630159121312;760.7707903787796;1016.1268388199417;608.3833047060573;760.9127747092821
98;1;101.17239508704883;11.907222338815757;1.110454519963642;99.52662487920657;16.033777034154816;1.115977245961825;79.52662487920657;12.033777034154818;1.115977245961825;535.1853184903989;701.029213234548;420.4123945780983;535.4418424667163
99;1;101.24084228230724;12.0739120276475;1.237165672028286;99.44722898419737;16.08652325714346;1.249023955629701;79.44722898419737;12.086523257143462;1.249023955629701;400.29738603294476;505.92169260634654;303.67467118812704;400.65243360639596
100;1;101.23456452194043;12.202809045045287;1.145827798975658;99.23858277491678;16.089882102459224;1.153119188924441;79.23858277491678;12.089882102459224;1.153119188924441;509.32343246741743;647.6978415499871;388.5955290234176;509.74611276759873
101;3;100.92972679673632;12.021248706456511;0.9164373460673684;98.99940959310997;16.02124870645651;0.9164373460673684;79.07256546989122;12.155889310900248;0.9204165200641604;738.4767864207857;965.3774164094215;581.994155227188;582.4429613235526
102;3;100.70876972617029;11.872175615705544;0.756582621867035;98.86367595032449;15.872175615705544;0.756582621867035;79.02643568962532;11.904741931208344;0.768173925587652;869.4470913195189;1141.0870339734038;676.5974922700116;677.0264156822926
103;3;100.48970689222568;11.650325784155623;0.820524712545396;98.9412622482337;15.650325784155623;0.820524712545396;78.94468078366157;11.55087649043147;0.829071154805139;798.252917778898;1055.8000890058486;616.0306408044792;616.3960913174609
104;3;100.29864317771872;11.37847973767704;1.0494755548168253;99.26769126624198;15.37847973767704;1.0494755548168253;79.10653986289776;11.238448056742005;1.047119576016024;568.3701003959336;760.2794485385501;444.5774034185045;444.8447384498781
105;3;100.15306452038313;11.090768477811402;1.232938800157877;99.7846420337978;15.090768477811402;1.232938800157877;79.7054057682558;11.038898891327973;1.221846476340835;368.184521255734;499.1311846059374;300.83390382899097;300.9824403503564
106;2;100.059582732393;10.826806313867005;1.202239186886092;100.50421110332152;14.910787480439186;1.192608749415326;80.35985930329645;10.826806313867005;1.202239186886092;390.289582506047;553.3370284951028;313.44939766148605;553.3626809545648
107;2;100.01354433486861;10.624778629647057;0.9856017978650295;100.90735605369152;14.767398652027387;0.9862874265381232;80.8382478004523;10.624778629647057;0.9856017978650295;586.9514103148615;822.2437047896176;474.41697891427714;822.1588158718591
108;2;100.00053914293537;10.514729706646005;0.782202049486148;100.94503351903118;14.584864393983928;0.792573380462998;81.10261589345052;10.514729706646005;0.782202049486148;745.8802100047277;1033.5553283499935;604.9251003344585;1033.3857593941475
109;3;99.99953957585284;10.513260729418132;0.779044732382992;101.11840935648672;14.513260729418132;0.779044732382992;80.95305360807401;10.44642857361785;0.789566411793326;748.104454467144;1044.2921945520634;595.4814850141103;595.2615193643112
110;3;99.98714060890104;10.620594296856519;0.9790326693394894;100.94361798722312;14.620594296856519;0.9790326693394894;80.92499739752218;10.478240473748532;0.9800311136566566;592.3678087120951;823.2701594025242;472.30623919893094;472.0722370648301
111;1;99.85519824605541;10.733538994986828;1.18885511753282;100.69991687245536;14.820535036935329;1.198297873409461;80.69991687245536;10.820535036935329;1.198297873409461;399.48385228345535;543.1592417344193;317.80154329618205;399.2678105556524
112;1;99.89841516815969;11.131678929976111;1.224046597299306;100.51765066607084;15.083333431000476;1.235248927164271;80.51765066607084;11.083333431000476;1.235248927164271;377.9177807136664;499.24422171235807;293.8562141860099;377.7419571832757
113;1;99.84506732012962;11.510174588341338;1.0532506687526308;100.47840102682153;15.370936177243074;1.0559132021902624;80.47840102682153;11.370936177243074;1.0559132021902624;568.5821261463564;760.5369141337832;450.63282630194993;568.4556840791539
114;2;99.51578353922919;11.643676074291484;0.82517113697947;100.74158037067963;15.745792244479466;0.833496320932828;80.57983175629046;11.643676074291484;0.82517113697947;786.1183325188565;1066.4265736869243;636.5350371776406;1066.3448269465173
115;2;99.2971542591267;11.867195299044962;0.755165922165142;100.68239179491613;15.838304092384677;0.766824687776326;80.73787949318123;11.867195299044962;0.755165922165142;858.0456916242887;1148.3269628793453;697.6714505757147;1148.2733221584338
116;3;99.07586179522612;12.018354929082031;0.9102600294019838;100.8252778473105;16.018354929082033;0.9102600294019838;80.99184784351677;11.885018787738321;0.9145333613352228;730.5603095411622;990.9015995312534;587.3340269429946;587.2842512717349
117;3;98.88277728498728;12.08906801526217;1.147860651749563;100.72976089936161;16.089068015262168;1.147860651749563;80.76342794420577;11.973875572675318;1.140819668332917;490.63930355380245;665.1774978262484;403.11490746369196;403.04284211818043
118;3;98.7490105046685;12.08737005820239;1.249518872772926;100.40679149903906;16.08737005820239;1.249518872772926;80.25606101069165;12.096228714849584;1.237637021688501;376.9187045320532;510.0717373418339;317.4795434481671;317.36325244146775
119;3;98.70097336394447;12.03554125381067;1.121770592884099;99.90394544927385;16.03554125381067;1.121770592884099;79.79936345582645;12.160306401624267;1.115971993222951;515.6617219119591;695.4150676903696;426.2943822991396;426.12151033521576
120;2;98.75599902786391;11.965628799225527;0.882066991471492;99.23232441808888;16.091591936689664;0.887682849020468;79.34617935807258;11.965628799225527;0.882066991471492;751.0231012234353;1007.9214418991824;603.4146206643841;1007.6927803413505
121;2;98.91921672309502;11.91318830186625;0.750790454224061;99.01999596865029;15.92453950130517;0.762657575451487;78.88794010772251;11.91318830186625;0.750790454224061;861.6185931164096;1140.0650743284202;687.1396501221799;1139.7956331036935
122;2;99.18219112280678;11.91038575196902;0.848636024074325;98.74084774900224;15.79668877296732;0.855843832451738;78.65227452010673;11.91038575196902;0.848636024074325;780.8466573713383;1022.5619598752324;619.2176736409691;1022.2793029891723
123;2;99.52356308097168;11.979717278371211;1.0856449353399156;98.53367478243378;15.84550459908257;1.0815666050856338;78.68268773081948;11.979717278371211;1.0856449353399156;556.0031888063361;733.7342802122165;439.5725386820807;733.4743840651397
124;2;99.91161810695135;12.129492067929302;1.243912288025843;98.86803770339931;16.098158206738216;1.232297417167469;78.92808283605568;12.129492067929302;1.243912288025843;389.1260411678121;528.5228694081944;307.4014112961561;528.3242194069529
125;1;100.4087622786713;12.452257786561006;1.16945505519996;99.26700909537017;16.351904622178957;1.177927807959958;79.26700909537017;12.351904622178958;1.177927807959958;488.44009593763474;621.4276193106639;374.8380506104291;488.3370651242423
126;1;100.81459375888241;12.763829647838252;0.9508164969636332;99.56068781063206;16.624053694413597;0.9483573218118148;79.56068781063206;12.624053694413595;0.9483573218118148;747.6434746028915;964.9551871235527;585.5711691149795;747.6601684205363
127;1;101.02648204794481;12.962420983123637;0.777397024597597;99.71204558074831;16.911731607625168;0.766266875827477;79.71204558074831;12.911731607625166;0.766266875827477;933.3693796153455;1214.9890198862533;741.5579474955591;933.5150576889653
